var_name,description,valid_labels,missing_labels
medsrc_printnews_dkrf,PRE: FTFONLY:CASI Which printnewspapers R reads regularly: DK/RF,"0. Not selected byR
1. Dk selected by R
2. Rfselected by R
0. Not selected byR
1. Dk selected by R
2. Rf selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_01,PRE: CASI/WEB Onln paprs R read regly: New York Times/,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_02,PRE: CASI/WEB Online paprs R reads reg'ly: USA Today/,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_03,PRE: CASI/WEBOnlin paprs R reads: WallStreet Journal/ online.wsj.com,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_04,PRE: CASI/WEB Onl pprs R read: Washington Post/,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_05,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_06,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_07,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_08,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_09,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_10,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_11,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_12,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_13,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_14,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
0. Not selected byR
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_15,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,"0. Not selected byR
0. Not selected byR
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_othnews,PRE:CASI/WEBWhichonlinepapersRreadsreg'ly: mentionothernewsp,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_none,PRE: CASI/WEBWch onlin paprs R reads reg'ly: none of the aboveselctd,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_dkrf,PRE:FTFONLY:CASIWhichonlinenewspapersRreadsregularly: DK/RF,"0. Not selected byR
1. Dk selected by R
2. Rfselected by R
0. Not selected byR
1. Dk selected by R
2. Rf selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_socmedia,CASI No.daysin wk R uses soc mediato learn Pres,"0. None
1. One day
2. Twodays
3. Three days
4. Four days
5. Five days
6. Six days
7. Sevendays
","-4. Error
-8. Don'tknow
-9. Refused
"
medsrc_blogs,CASI No.daysin wk R uses blogs tolearn abt Pres,"0. None
1. One day
2. Twodays
3. Threedays
4. Four days
5. Five days
6. Six days
7. Seven days
","-4. Error
-8. Don't know
-9. Refused
"
medsrc_specblogs,CASI Whichblogs R uses to learn abtPres electn,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
owngun_owngun,CASI DoesR own a gun,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
wordsum_setb,CASI WORDSUMset B,"1. Incorrect
2. Incorrect
3. Incorrect
4. Incorrect
5. Correct
1. Incorrect
2. Incorrect
3. Incorrect
4. Incorrect
5. Correct
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_setd,CASI WORDSUMset D,"1. Incorrect
2. Incorrect
3. Correct
4. Incorrect
5. Incorrect
1. Incorrect
2. Incorrect
3. Correct
4. Incorrect
5. Incorrect
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_sete,CASI WORDSUMset E,"1. Correct
2. Incorrect
3. Incorrect
4. Incorrect
5. Incorrect
1. Correct
2. Incorrect
3. Incorrect
4. Incorrect
5. Incorrect
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_setf,CASI WORDSUMset F,"1. Incorrect
2. Incorrect
3. Correct
4. Incorrect
5. Incorrect
1. Incorrect
2. Incorrect
3. Correct
4. Incorrect
5. Incorrect
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_setg,CASI WORDSUMset G,"1. Incorrect
2. Incorrect
3. Incorrect
4. Inorrect
5. Correct
1. Incorrect
2. Incorrect
3. Incorrect
4. Inorrect
5. Correct
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_seth,CASI WORDSUMset H,"1. Incorrect
2. Incorrect
3. Incorrect
4. Correct
5. Incorrect
1. Incorrect
2. Incorrect
3. Incorrect
4. Correct
5. Incorrect
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_setj,CASI WORDSUMset J,"1. Correct
2. Incorrect
3. Incorrect
4. Incorrect
5. Incorrect
1. Correct
2. Incorrect
3. Incorrect
4. Incorrect
5. Incorrect
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_setk,CASI WORDSUMset K,"1. Correct
2. Incorrect
3. Incorrect
4. Incorrect
5. Incorrect
1. Correct
2. Incorrect
3. Incorrect
4. Incorrect
5. Incorrect
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_setl,CASI WORDSUMset L,"1. Incorrect
2. Incorrect
3. Incorrect
4. Correct
5. Incorrect
1. Incorrect
2. Incorrect
3. Incorrect
4. Correct
5. Incorrect
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_seto,CASI WORDSUMset O,"1. Incorrect
2. Correct
3. Incorrect
4. Incorrect
5. Incorrect
1. Incorrect
2. Correct
3. Incorrect
4. Incorrect
5. Incorrect
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
orientn_rgay,CASI Sexualorientation of R,"1. Heterosexual orstraight
2. Homosexual orgay (or lesbian)
3. Bisexual
1. Heterosexual orstraight
2. Homosexual or gay(or lesbian)
3. Bisexual
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
orientn_knowgay,CASI Sexualorientation of family and friends,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
preknow_prestimes,CASI Politicalknowledge: number times canbe ele,,
preknow_sizedef,CASI Politicalknowledge: size of federaldeficit,"1. Bigger
2. About thesame
3. Smaller
1. Bigger
2. About the same
3. Smaller
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
preknow_senterm,CASI YearsSenatorElected,,
preknow_medicare,CASI Politicalknowledge: What is Medicare,"1. AprogramrunbytheU.S.Federalgovernmentto
2. Aprogram run by state governments toprovide
3. Aprivatehealthinsuranceplansoldtoindividuals
4. Aprivate, non-profit organization that runs free
1. A programrun by the U.S.
2. A program runby state
3. A private health insurance
4. A private, non-profit
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
preknow_leastsp,CASI Politicalknowledge: program Fed govtspends,"1. Foreign aid
2. Medicare
3. National defense
4. Social security
1. Foreign aid
2. Medicare
3. National defense
4. Social security
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
happ_lifesatisf,How satisfiedis R with life,"1. Extremely satisfied
2. Verysatisfied
3. Moderately satisfied
4. Slightlysatisfied
5. Not satisfied at all satisfied
1. Extremely satisfied
2. Verysatisfied
3. Moderately satisfied
4. Slightly satisfied
5. Not satisfied at all satisfied
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
mediapo_tv,Watchcampaign programs on TV,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
mediapo_tvamt,How manycampaign programs on TV,"1. Agood many
2. Several
3. Just one or two
1. A goodmany
2. Several
3. Just one or two
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
"
mediapo_radio,Hear radiospeeches/discussn about Pres campaign,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-6. Not asked, unit
-7. Deleted due to partial
"
mediapo_radioamt,How manyradio speech/discussn abt Pres campaign,"1. A goodmany
2. Several
3. Just one or two
1. A goodmany
2. Several
3. Just one or two
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
"
mediapo_nwsprev,Read aboutPresidential campaign in newspaper,"1. Yes
2. No
1. Yes
2. No
","-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-6. Not asked, unit
-7. Deleted due to partial
"
mediapo_nwsprevamt,How manystories abt Pres campaign in newspaper,"1. A good many
2. Several
3. Just oneor two
1. A goodmany
2. Several
3. Just one or two
","-1. Inapplicable
-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
mediapo_net,View/hearinternetinformation abt Pres campaign,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
mediapo_netamt,How ofteninternet info about Pres campaign,"1. Agood many
2. Several
3. Just one or two
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
mediapo_site,Did Rvisit website of candidate,"1. VisitedWebsite(s)
2. Didnot visit
1. VisitedWebsite(s)
2. Did notvisit
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
mediapo_siteamt,How oftenvisited website of candidate or party,"1. A goodmany
2. Several
3. Just one or two
1. A goodmany
2. Several
3. Just one or two
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
mobilpo_party,Did partycontact R about 2012 campaign,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
"
mobilpo_wparty,Which partycontacted R about 2012 campaign,"1. Democrats
2. Republicans
3. Both (VOL)
5. Other (SPECIFY)
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
mobilpo_wparty_oth,POST:Other specify-Did party contact R about 2012campaign,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
mobilpo_contactoth,Did anyoneother than parties contact R aboutcands,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
mobilpo_latino,LATINORs: Wascontactby Latino person(s),"1. Latinos
2. Non-latinos
3. Both
4. Don't remember
1. Latinos
2. Non-latinos
3. Both
4. Don't remember
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
mobilpo_lang,LATINORs: Wascontactin Spanish or English,"1. Mostlyin Spanish
2. Mostly in English
3. Both
4. Don't remember
1. Mostly inSpanish
2. Mostly in English
3. Both
4. Don't remember
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
mobilpo_reg,Anyone talkto R abt registering or gettingout to vote,"1. Yes,someonedid
2. No, noone did
1. Yes,someonedid
2. No, noone did
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
mobilpo_rmob,R talkto anyone about voting for oragainst cand or pty,"1. Yes
2. No
1. Yes
2. No
","-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
mobilpo_rally,"R goto any political meetings, rallies, speeches","1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
mobilpo_sign,R wearcampaign button or post sign orbumper sticker,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
mobilpo_otherwork,R doany (other) work for party orcandidate,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
mobilpo_ctbcand,R contributemoney to specific candidate campaign,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
mobilpo_ctbcndpty,Party ofcandidate for whom R contributed money,"1. Democratic
2. Republican
3. Both Democratic and Republican (VOL)
5. Other (SPECIFY)
1. Democratic
2. Republican
3. Both Democratic and
5. Other (SPECIFY)
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
mobilpo_ctbcndpty_oth,POST: RESTRICTED: Other specify - party of candidate for whom R con-,,"-3. Restricted access
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-3. Restricted access
-6. Not asked, unit
-7. Deleted due to partial
"
mobilpo_ctbpty,R contributemoney to political party,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
mobilpo_ctbwhpty,Party towhich R contributed,"1. Democratic
2. Republican
3. Both Democratic and Republican parties(VOL)
5. Other(SPECIFY)
1. Democratic
2. Republican
3. Both Democratic and
5. Other (SPECIFY)
","-1. Inapplicable
-6. Not asked, unit nonresponse (post-election)
-7. deleted due to partial(post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. deleted due to partial
"
mobilpo_ctbwhpty_oth,POST:RESTRICTED: Otherspecify -party to which R contributed,,"-3. Restricted access
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-3. Restricted access
-6. Not asked, unit
-7. Deleted due to partial
"
mobilpo_ctboth,R contributeto any other group for/against acand,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_march,DHS: HasR in past 4 years: joined a protest march,"1. Have done thisin past
2. Have notdone this in the past
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_board,DHS: HasR in past 4 years: attended city/school brd,"1. Have done thisin past
2. Have notdone this in the past
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_netpetition,DHS: HasR in past 4 years: sign internet petition,"1. Have done thisin past
2. Have notdone this in the past
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_petition,DHS: HasRin past 4 years: signed paper petition online,"1. Have done thisin past
2. Have notdone this in the past
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_relig,DHS: HasR in past 4 years: given money to relig. org,"1. Have donethis in past
2. Havenot done this in the past4 years
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_org,DHS: HasR in past 4 years: gave money to soc/pol org,"1. Have done thisin past
2. Have notdone this in the past
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_call,DHS: HasR in past 4 yrs: called radio/TV about polit iss,"1. Have done thisin past
2. Have notdone this in the past
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_message,DHS: senta message on Facebook/Twitteraboutpolit iss,"1. Have done thisin past
2. Have notdone this in the past
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_letter,DHS: writtena letter to newspaper/mag about politiss,"1. Have done thisin past
2. Have notdone this in the past
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
dhsinvolv_contact1,Contact Congressmanor Senator,"1. Have done thisin past
2. Have notdone this in the past
1. Have donethis in past
2. Have not done this inthe
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
dhsinvolv_contact2_1st,POST:Who didR contact: U.S. Senatoror Representative_1st mention,"1. U.S. Senatorfrom respondent's state
2. U.S. Senator from another state
3. U.S. HouseRepresentative from respondent's
4. Anothermember of the U.S. House of
1. U.S.Senator from
2. U.S.Senator from another
3. U.S. House
4. Another memberof the
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
"
dhsinvolv_contact2_2nd,POST:Who didR contact: U.S. Senatoror Representative_2nd mention,"2. U.S. Senator from another state
3. U.S. HouseRepresentative from respondent's
4. Anothermember of the U.S. House of
2. U.S.Senator from another
3. U.S. House
4. Another memberof the
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
dhsinvolv_contact2_3rd,POST:Who didR contact: U.S. Senatoror Representative_3rd mention,"3. U.S. HouseRepresentative from respondent's
4. Anothermember of the U.S. House of
3. U.S. House
4. Another memberof the
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
dhsinvolv_contact2_4th,POST:Who didR contact: U.S. Senatoror Representative_4th mention,"4. Anothermember of the U.S. House of
4. Another memberof the
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
dhsinvolv_contact2_stsen,POST:Who didR contact: was itU.S. Senator from R's state,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
dhsinvolv_contact2_othsen,POST:Who didR contact: was itU.S. Senator from another state,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
dhsinvolv_contact2_distrep,POST:Who didR contact: was itR's district U.S. Representative,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
dhsinvolv_contact2_othrep,POST:Who didR contact: was itother U.S. Representative,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
dhsinvolv_contact2_dkrf,POST:FTF ONLY:Who did Rcontact: DK/RF,"0. Not selected byR
1. Dk selected by R
0. Not selected byR
1. Dk selected by R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
postvote_regpre,POST:FTF ONLY:WasR registeredPre-election,"0. R notregistered pre-election or DK/RF if
1. Rregisteredpre-election-ataddressofresidence
2. R registered pre-election-at other address
0. Rnot registered
1. Rregistered pre-election-
2. Rregistered pre-election-
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
postvote_votedpre,POST:FTF ONLY:Did registered R reportvoting Pre-election,"0. R reported not voting yet inpre-election
1. Dk/RF whether voted alreadyin pre-election
2. R reported voting already inpre-election
0. Rreportednotvotingyetin
1. Dk/RFwhether voted
2. R reportedvoting already
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
postvote_prestatus_nonvtr,POST:FTF ONLY:Status of pre-election nonvoters,"0. notregistered
1. registered at residence
2. Dk/RF if registered atresidence
3. not registered atresidence - same state and
4. not registered atresidence - same state, different
5. not registeredat residence - same state, DK/RFif
6. not registeredat residence - differentstate
7. notregistered at residence- state notidentified;
8. not registeredat residence- differentstate
","-1. Inapplicable
-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
"
postvote_regist_addr,POST:Is Rregistered at address of residence,"1. Registered atthis address
2. Registered at a differentaddress
3. Not currently registered
1. Registered atthis address
2. Registeredat a different
3. Not currently registered
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
postvote_regist_noaddr,POST:WEB ONLY:Is R registered(addressnot determined),"1. Registered to vote
2. Not currently registered
1. Registeredto vote
2. Not currently registered
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
postvote_reg,RESTRICTED: OtherRegistration location - add1 (etc),"0. Cityand state not identified in registration
1. City and state identifiedin correct registration
2. Statein correct field; city not identified(blank)
3. City in correct field; stateidentifiable but not
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
"
postvote_reg_state,POST:FTF ONLY:Other Regist. location - state of registr. (FIPS CODE),"00. Blank (all fields for locationof other registration
36. New york
48. Texas
01. Alabama
12. Florida
06. California
20. Kansas
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
"
postvote_reg_samestate,POST:FTF ONLY:Oth Regist. location - state same ashousehold's (Y/N),"0. Not same stateas state of residence
1. State ofregistration not determined
2. Samestate as state of residence
0. Not same state as stateof
1. State ofregistration not
2. Same stateas state of
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
postvote_regincnty,Is Rregistered to vote in preload county(residence),"1. Yes,registered in<preload: hhcounty>
2. No, registered in other county
","-1. Inapplicable
-4. Error
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
"
postvote_regyrs3cat,POST:How longhas R been registered at location(collapsed),"3. More than5 years
3. More than5 years
","-1. Inapplicable
-4. Error
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-4. Error
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
