1,version,Version of ANES 2016 Time Series release,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
28.0,V161010b,PRE: Vote section- household address preloaded (sample address),,,,,,,,,,,,,
29.0,V161010c,PRE: Vote section- candidate names preloaded for sample address,,,,,,,,,,,,,
30.0,V161010d,PRE: Vote section- FIPS state code for sample address,,,,,,,,,,,,,
31.0,V161010e,PRE: Vote section- 2-char state Postal abbreviation for sample address,,,,,,,,,,,,,
32.0,V161010f,PRE: Vote section- U.S. House District number (115th Congress) for sample address,,,,,,,,,,,,,
33.0,V161011,PRE: Is R registered to vote (pre-election),,,,,,,,,,,,,
34.0,V161011a,PRE WEB: Is R registered (registration address not answered),,,,,,,,,,,,,
35.0,V161012,PRE: Address of registration given (not registered at sample address),,,,,,,,,,,,,
36.0,V161013a,PRE: State included in address of registration (not registered at samp addr),,,,,,,,,,,,,
37.0,V161013b,PRE: City included in address of registration (not registered at samp addr),,,,,,,,,,,,,
38.0,V161014,PRE: State of registration - reg state not given (not registered at samp addr),,,,,,,,,,,,,
39.0,V161015a,PRE: Registration state same as sample address state (all registrations),,,,,,,,,,,,,
40.0,V161015b,PRE: Registration state (all registrations),,,,,,,,,,,,,
41.0,V161015c,PRE: Senate race in state of registration (all registrations),,,,,,,,,,,,,
42.0,V161015d,PRE: Governor race in state of registration (all registrations),,,,,,,,,,,,,
43.0,V161015e,PRE: Party registration in state of registration (all registrations),,,,,,,,,,,,,
44.0,V161016,PRE: Is R registered to vote in preload county (resid),,,,,,,,,,,,,
45.0,V161017,PRE: How many years has R been registered at registration location,,,,,,,,,,,,,
46.0,V161018,PRE: Was name recorded for registration name,,,,,,,,,,,,,
47.0,V161019,PRE: Party of registration,,,,,,,,,,,,,
48.0,V161020,PRE: Does R intend to register to vote,,,,,,,,,,,,,
49.0,V161021,PRE: Did R vote in a Presidential primary or caucus,,,,,,,,,,,,,
50.0,V161021a,PRE: For which candidate did R vote in Presidential prim,,,,,,,,,,,,,
51.0,V161022,PRE: Already voted in General Election,,,,,,,,,,,,,
52.0,V161022a,PRE: Confirmation voted (early) in November 8 election,,,,,,,,,,,,,
53.0,V161023,PRE: In what manner did R vote,,,,,,,,,,,,,
54.0,V161024x,PRE: SUMMARY - Registration and early vote status,,,,,,,,,,,,,
55.0,V161025,PRE: FTF ONLY: IWR CHECKPOINT: have correct Pre ballot card,,,,,,,,,,,,,
56.0,V161025a,PRE: FTF ONLY: IWR error at Ballot Card checkpoint,,,,,,,,,,,,,
57.0,V161025x,PRE: SUMMARY - administration of Pre vote module,,,,,,,,,,,,,
58.0,V161026,PRE: Did R vote for President in 2016,,,,,,,,,,,,,
59.0,V161027,PRE: For whom did R vote for President,,,,,,,,,,,,,
60.0,V161028,PRE: Preference strong for Pres cand for whom R voted,,,,,,,,,,,,,
61.0,V161029a,PRE: Placehold Text- How long before election R made decision Pres vote,,,,,,,,,,,,,
62.0,V161029b,PRE: Placeholder Code- How long before election R made decision Pres vote,,,,,,,,,,,,,
63.0,V161030,PRE: Does R intend to vote for President,,,,,,,,,,,,,
64.0,V161031,PRE: For whom does R intend to vote for President,,,,,,,,,,,,,
65.0,V161032,PRE: Pref strng for Pres cand for whom R intends to vote,,,,,,,,,,,,,
66.0,V161033,PRE: Does R prefer Pres cand (no intent to register),,,,,,,,,,,,,
67.0,V161034,PRE: Preference for Pres cand (no intent to register),,,,,,,,,,,,,
68.0,V161035,PRE: Preference strong for Pres cand (no intent to reg),,,,,,,,,,,,,
69.0,V161036,PRE: Did R vote for U.S. House of Representatives,,,,,,,,,,,,,
70.0,V161037,PRE: For whom did R vote for U.S. House (ballot card),,,,,,,,,,,,,
71.0,V161038,PRE: For whom did R vote for U.S. House (no ballot card),,,,,,,,,,,,,
72.0,V161039,PRE: Does R intend to vote for U.S. House,,,,,,,,,,,,,
73.0,V161040,PRE: For whom does R intend to vote for U.S. House (ballot card),,,,,,,,,,,,,
74.0,V161041,PRE: For whom does R intend to vote for U.S. House (no ballot cd),,,,,,,,,,,,,
75.0,V161042,PRE: Does R prefer U.S. House candidate,,,,,,,,,,,,,
76.0,V161043,PRE: Whom does R prefer for U.S. House (ballot card),,,,,,,,,,,,,
77.0,V161044,PRE: Whom does R prefer for U.S. House (no ballot card),,,,,,,,,,,,,
78.0,V161045x,PRE SUMMARY: Senate and Governor races,,,,,,,,,,,,,
79.0,V161046,PRE: Did R vote for U.S. Senate,,,,,,,,,,,,,
80.0,V161047,PRE: R's vote for U.S. Senate (ballot card),,,,,,,,,,,,,
81.0,V161048,PRE: R's vote for U.S. Senate (no ballot card),,,,,,,,,,,,,
82.0,V161049,PRE: Does R intend to vote for U.S. Senate,,,,,,,,,,,,,
83.0,V161050,PRE: For whom does R intend to vote for U.S. Senate (ballot card),,,,,,,,,,,,,
84.0,V161051,PRE: For whom does R intend to vote for US. Senate (no ballot card),,,,,,,,,,,,,
85.0,V161052,PRE: Does R prefer U.S. Senate candidate,,,,,,,,,,,,,
86.0,V161053,PRE: Whom does R prefer for U.S. Senate (ballot card),,,,,,,,,,,,,
87.0,V161054,PRE: Whom does R prefer for U.S. Senate (no ballot card),,,,,,,,,,,,,
88.0,V161055,PRE: Did R vote for governor,,,,,,,,,,,,,
89.0,V161056,PRE: R's vote for governor(ballot card),,,,,,,,,,,,,
90.0,V161057,PRE: R's vote for governor (no ballot card),,,,,,,,,,,,,
91.0,V161058,PRE: Does R intend to vote for governor,,,,,,,,,,,,,
92.0,V161059,PRE: For whom does R intend to vote for governor (ballot card),,,,,,,,,,,,,
93.0,V161060,PRE: For whom does R intend to vote for governor (no ballot card),,,,,,,,,,,,,
94.0,V161061,PRE: Does R prefer gubernatorial candidate,,,,,,,,,,,,,
95.0,V161062,PRE: Whom does R prefer for governor (ballot card),,,,,,,,,,,,,
96.0,V161063,PRE: Whom does R prefer for governor (no ballot card),,,,,,,,,,,,,
97.0,V161064x,PRE: SUMMARY - party of Pre-election Presidential vote/intent/preference,,,,,,,,,,,,,
98.0,V161065x,PRE: SUMMARY - party of Pre-election U.S. House vote/intent/preference,,,,,,,,,,,,,
99.0,V161066x,PRE: SUMMARY - party of Pre-election U.S. Senate vote/intent/preference,,,,,,,,,,,,,
100.0,V161067x,PRE: SUMMARY - party of Pre-election Gubernatorial vote/intent/preference,,,,,,,,,,,,,
101.0,V161068,PRE: Is there anything R likes about Democratic Pres cand,,,,,,,,,,,,,
102.0,V161069,PRE: Text- What is it that R likes about Democratic Pres cand,,,,,,,,,,,,,
103.0,V161070a,PRE: Code- What is it that R likes about Democratic Pres cand,,,,,,,,,,,,,
104.0,V161071,PRE: Is there anything R dislikes about Democratic Pres cand,,,,,,,,,,,,,
105.0,V161072,PRE: Text- What is it that R dislikes about Democratic Pres cand,,,,,,,,,,,,,
106.0,V161073a,PRE: Code- What is it that R dislikes about Democratic Pres cand,,,,,,,,,,,,,
107.0,V161074,PRE: Is there anything R likes about Republican Pres cand,,,,,,,,,,,,,
108.0,V161075,PRE: Text- What is it that R likes about Republican Pres cand,,,,,,,,,,,,,
109.0,V161076a,PRE: Code- What is it that R likes about Republican Pres cand,,,,,,,,,,,,,
110.0,V161077,PRE: Is there anything R dislikes about Republican Pres cand,,,,,,,,,,,,,
111.0,V161078,PRE: Text- What is it that R dislikes about Republican Pres cand,,,,,,,,,,,,,
112.0,V161079a,PRE: Code- What is it that R dislikes about Republican Pres cand,,,,,,,,,,,,,
113.0,V161080,PRE: Approval of Congress handling its job,,,,,,,,,,,,,
114.0,V161080a,PRE: Strength appr disapprove Congress handling its job,,,,,,,,,,,,,
115.0,V161080x,PRE: SUMMARY - Approval/disapproval Congress handling job,,,,,,,,,,,,,
116.0,V161081,PRE: Are things in the country on right track,,,,,,,,,,,,,
117.0,V161082,PRE: Approve or disapprove President handling job as Pres,,,,,,,,,,,,,
118.0,V161082a,PRE: How much approve or disapp Pres handling job,,,,,,,,,,,,,
119.0,V161082x,PRE: SUMMARY - Approval/disapproval President handling job,,,,,,,,,,,,,
120.0,V161083,PRE: Approve or disapprove President handling economy,,,,,,,,,,,,,
121.0,V161083a,PRE: How much approve or disapprove Pres handling economy,,,,,,,,,,,,,
122.0,V161083x,PRE: SUMMARY - Approval/disapproval President handling economy,,,,,,,,,,,,,
123.0,V161084,PRE: Approve or disapprove President handling foreign rel,,,,,,,,,,,,,
124.0,V161084a,PRE: How much approve or disapprove Pres handling foreign rel,,,,,,,,,,,,,
125.0,V161084x,PRE: SUMMARY - Approval/disapproval President handling foreign rel,,,,,,,,,,,,,
126.0,V161085,PRE: Approve or disapprove President handling health care,,,,,,,,,,,,,
127.0,V161085a,PRE: How much approve or disapprove Pres handling health care,,,,,,,,,,,,,
128.0,V161085x,PRE: SUMMARY - Approval/disapproval President handling health care,,,,,,,,,,,,,
129.0,V161086,PRE: Feeling Thermometer: Democratic Presidential cand,,,,,,,,,,,,,
130.0,V161087,PRE: Feeling Thermometer: Republican Presidential cand,,,,,,,,,,,,,
131.0,V161088,PRE: Feeling Thermometer: Libertarian Presidential cand,,,,,,,,,,,,,
132.0,V161089,PRE: Feeling Thermometer: Green Party Presidential cand,,,,,,,,,,,,,
133.0,V161090,PRE: Feeling Thermometer: Democratic Vice-Pres cand,,,,,,,,,,,,,
134.0,V161091,PRE: Feeling Thermometer: Republican Vice-Pres cand,,,,,,,,,,,,,
135.0,V161092,PRE: Feeling Thermometer: Previous President,,,,,,,,,,,,,
136.0,V161093,PRE: Feeling Thermometer: Bill Clinton,,,,,,,,,,,,,
137.0,V161094,PRE: Feeling Thermometer: Libertarian Vice-Pres cand,,,,,,,,,,,,,
138.0,V161095,PRE: Feeling Thermometer: Democratic Party,,,,,,,,,,,,,
139.0,V161096,PRE: Feeling Thermometer: Republican Party,,,,,,,,,,,,,
140.0,V161097,PRE: Is there anything R likes about Democratic Party,,,,,,,,,,,,,
141.0,V161098,PRE: Text- What does R like about Democratic party,,,,,,,,,,,,,
142.0,V161099a,PRE: Code- What does R like about Democratic party,,,,,,,,,,,,,
143.0,V161100,PRE: Is there anything R dislikes about Democratic Party,,,,,,,,,,,,,
144.0,V161101,PRE: Text- What does R dislike about the Democratic party,,,,,,,,,,,,,
145.0,V161102a,PRE: Code- What does R dislike about the Democratic party,,,,,,,,,,,,,
146.0,V161103,PRE: Is there anything R likes about Republican Party,,,,,,,,,,,,,
147.0,V161104,PRE: Text- What does R like about Republican party,,,,,,,,,,,,,
148.0,V161105a,PRE: Code- What does R like about Republican party,,,,,,,,,,,,,
149.0,V161106,PRE: Is there anything R dislikes about Republican Party,,,,,,,,,,,,,
150.0,V161107,PRE: Text- What does R dislike about the Republican party,,,,,,,,,,,,,
151.0,V161108a,PRE: Code- What does R dislike about the Republican party,,,,,,,,,,,,,
152.0,V161109,PRE: R living with how many family members,,,,,,,,,,,,,
153.0,V161110,PRE: R how much better worse off than 1 year ago,,,,,,,,,,,,,
154.0,V161111,PRE: R how much better worse off next year,,,,,,,,,,,,,
155.0,V161112,PRE: Does R have health insurance,,,,,,,,,,,,,
156.0,V161113,PRE: Favor or oppose 2010 health care law,,,,,,,,,,,,,
157.0,V161114a,PRE: Strength favor 2010 health care law,,,,,,,,,,,,,
158.0,V161114b,PRE: Strength oppose 2010 health care law,,,,,,,,,,,,,
159.0,V161114x,PRE: Summary: favor/oppose 2010 health care law,,,,,,,,,,,,,
160.0,V161115,PRE: Self-evaluation of R health,,,,,,,,,,,,,
161.0,V161116,PRE: Affect for Democratic Pres cand: angry,,,,,,,,,,,,,
162.0,V161117,PRE: Affect for Democratic Pres cand: hopeful,,,,,,,,,,,,,
163.0,V161118,PRE: Affect for Democratic Pres cand: afraid,,,,,,,,,,,,,
164.0,V161119,PRE: Affect for Democratic Pres cand: proud,,,,,,,,,,,,,
165.0,V161120,PRE: Affect for Democratic Pres cand: disgusted,,,,,,,,,,,,,
166.0,V161121,PRE: Affect for Republican Pres cand: angry,,,,,,,,,,,,,
167.0,V161122,PRE: Affect for Republican Pres cand: hopeful,,,,,,,,,,,,,
168.0,V161123,PRE: Affect for Republican Pres cand: afraid,,,,,,,,,,,,,
169.0,V161124,PRE: Affect for Republican Pres cand: proud,,,,,,,,,,,,,
170.0,V161125,PRE: Affect for Republican Pres cand: disgusted,,,,,,,,,,,,,
171.0,V161126,PRE: 7pt scale Liberal conservative self-placement,,,,,,,,,,,,,
172.0,V161127,PRE: If R had to choose liberal or conservative self-placemt,,,,,,,,,,,,,
173.0,V161128,PRE: 7pt scale liberal conservative - Dem Pres cand,,,,,,,,,,,,,
174.0,V161129,PRE: 7pt scale liberal conservative - Rep Pres cand,,,,,,,,,,,,,
175.0,V161130,PRE: 7pt scale liberal conservative Dem party,,,,,,,,,,,,,
176.0,V161131,PRE: 7pt scale liberal conservative Rep party,,,,,,,,,,,,,
177.0,V161132,PRE: SUMMARY - PLACEMENT 1 or PLACEMENT 2,,,,,,,,,,,,,
178.0,V161133,PRE: PLACEMENT 1: How likely is it R will vote in Nov,,,,,,,,,,,,,
179.0,V161134a,PRE: PLACEMENT1: Percent for Democratic Pres candidate,,,,,,,,,,,,,
180.0,V161134b,PRE: PLACEMENT1: Percent for Republican Pres candidate,,,,,,,,,,,,,
181.0,V161135a,PRE: PLACEMENT1: State percent for Democratic Pres candidate,,,,,,,,,,,,,
182.0,V161135b,PRE: PLACEMENT1: State percent for Republican Pres candidate,,,,,,,,,,,,,
183.0,V161136,PRE: Party Control or split government,,,,,,,,,,,,,
184.0,V161137,PRE: Income gap today more or less than 20 years ago,,,,,,,,,,,,,
185.0,V161138a,PRE: How much larger is income gap today,,,,,,,,,,,,,
186.0,V161138b,PRE: How much smaller is income gap today,,,,,,,,,,,,,
187.0,V161138x,PRE: SUMMARY - larger/smaller income gap today,,,,,,,,,,,,,
188.0,V161139,PRE: Current economy good or bad,,,,,,,,,,,,,
189.0,V161140,PRE: National economy better worse in last year,,,,,,,,,,,,,
190.0,V161140a,PRE: How much national economy better worse in last year,,,,,,,,,,,,,
191.0,V161140x,PRE: SUMMARY - economy better/worse in last year,,,,,,,,,,,,,
192.0,V161141,PRE: Economy better or worse in next 12 months,,,,,,,,,,,,,
193.0,V161141a,PRE: How much econ better worse next 12 months,,,,,,,,,,,,,
194.0,V161141x,PRE: SUMMARY - economy better/worse in next year,,,,,,,,,,,,,
195.0,V161142,PRE: Unemployment better or worse in last year,,,,,,,,,,,,,
196.0,V161142a,PRE: How much unemployment better or worse in last year,,,,,,,,,,,,,
197.0,V161142x,PRE: SUMMARY: more/less unemployment in last year,,,,,,,,,,,,,
198.0,V161143,PRE: More or less unemployment in next year,,,,,,,,,,,,,
199.0,V161144,PRE: Which party better: handling nations economy,,,,,,,,,,,,,
200.0,V161145,PRE: Care who wins Presidential Election revised version,,,,,,,,,,,,,
201.0,V161146,PRE: Who does R think will be elected President,,,,,,,,,,,,,
202.0,V161147,PRE: Will Pres race be a close or will (winner) win by a lot,,,,,,,,,,,,,
203.0,V161148,PRE: Which Pres cand will carry state,,,,,,,,,,,,,
204.0,V161149,PRE: Will Pres race be close in state,,,,,,,,,,,,,
205.0,V161150a,PRE: VERSION 1A placement- Does R consider voting a duty or choice,,,,,,,,,,,,,
206.0,V161150b,PRE: VERSION 1B placement- Does R consider voting a choice or duty,,,,,,,,,,,,,
207.0,V161151a,PRE: How strongly does R feel that voting is a duty,,,,,,,,,,,,,
208.0,V161151b,PRE: How strongly does R feel that voting is a choice,,,,,,,,,,,,,
209.0,V161151x,PRE: SUMMARY - Voting as duty or choice,,,,,,,,,,,,,
210.0,V161152,"PRE: During last year, U.S. position in world weaker str",,,,,,,,,,,,,
211.0,V161153,PRE: Country would be better off if we just stayed home,,,,,,,,,,,,,
212.0,V161154,PRE: Force to solve international problems,,,,,,,,,,,,,
213.0,V161155,"PRE: Party ID: Does R think of self as Dem, Rep, Ind or what",,,,,,,,,,,,,
214.0,V161155a,PRE: Party ID other specifys,,,,,,,,,,,,,
215.0,V161156,PRE: Party Identification strong - Democrat Republican,,,,,,,,,,,,,
216.0,V161157,PRE: No Party Identification - closer to Dems or Reps,,,,,,,,,,,,,
217.0,V161158x,PRE: SUMMARY - Party ID,,,,,,,,,,,,,
218.0,V161159,PRE: Pres Dem cand trait strong leadership,,,,,,,,,,,,,
219.0,V161160,PRE: Pres Dem cand trait really cares,,,,,,,,,,,,,
220.0,V161161,PRE: Pres Dem cand trait knowledgeable,,,,,,,,,,,,,
221.0,V161162,PRE: Pres Dem cand trait honest,,,,,,,,,,,,,
222.0,V161163,PRE: Pres Dem cand trait speaks mind,,,,,,,,,,,,,
223.0,V161164,PRE: Pres Rep cand trait strong leadership,,,,,,,,,,,,,
224.0,V161165,PRE: Pres Rep cand trait really cares,,,,,,,,,,,,,
225.0,V161166,PRE: Pres Rep cand trait knowledgeable,,,,,,,,,,,,,
226.0,V161167,PRE: Pres Rep cand trait honest,,,,,,,,,,,,,
227.0,V161168,PRE: Pres Rep cand trait speaks mind,,,,,,,,,,,,,
228.0,V161169,PRE: Pres Dem cand even-tempered,,,,,,,,,,,,,
229.0,V161170,PRE: Pres Rep cand even-tempered,,,,,,,,,,,,,
230.0,V161171,PRE: Prefer government official who compromises,,,,,,,,,,,,,
231.0,V161172,PRE: How should party nominees be chosen,,,,,,,,,,,,,
232.0,V161173,PRE: Rep and Dem adequate parties,,,,,,,,,,,,,
233.0,V161174,PRE: Serious third party or independent Pres cand choice,,,,,,,,,,,,,
234.0,V161175,PRE: Supreme Court nominee - legal qualifications,,,,,,,,,,,,,
235.0,V161176,PRE: Supreme Court nominee - likely to vote on controversial issues,,,,,,,,,,,,,
236.0,V161177,PRE: Senate vote on Supreme Court nominee by outgoing President,,,,,,,,,,,,,
237.0,V161178,PRE: 7pt scale spending and Services self-placement,,,,,,,,,,,,,
238.0,V161179,PRE: 7pt scale spending and Services Dem Presidential cand,,,,,,,,,,,,,
239.0,V161180,PRE: 7pt scale spending and Services Rep Presidential cand,,,,,,,,,,,,,
240.0,V161181,PRE: 7pt scale defense spending self-placement,,,,,,,,,,,,,
241.0,V161182,PRE: 7pt scale defense spending Dem Pres cand,,,,,,,,,,,,,
242.0,V161183,PRE: 7pt scale defense spending Rep Pres cand,,,,,,,,,,,,,
243.0,V161184,PRE: 7pt scale govt-private medical insur scale: self-plmt,,,,,,,,,,,,,
244.0,V161185,PRE: 7pt scale govt-private medical insur scale: Dem Pres cand,,,,,,,,,,,,,
245.0,V161186,PRE: 7pt scale govt-private medical insur scale: Rep Pres cand,,,,,,,,,,,,,
246.0,V161187,PRE: Should fed govt make it more difficult to buy a gun,,,,,,,,,,,,,
247.0,V161188,PRE: Importance of gun access issue to R,,,,,,,,,,,,,
248.0,V161189,PRE: 7pt scale guaranteed job-income scale: self-placement,,,,,,,,,,,,,
249.0,V161190,PRE: 7pt scale guaranteed job-income scale: Dem Pres cand,,,,,,,,,,,,,
250.0,V161191,PRE: 7pt scale guaranteed job-income scale: Rep Pres cand,,,,,,,,,,,,,
251.0,V161192,PRE: U.S. government policy toward unauthorized immigrants,,,,,,,,,,,,,
252.0,V161193,PRE: Favor or oppose ending birthright citizenship,,,,,,,,,,,,,
253.0,V161193a,PRE: Strength R favors or opposes ending birthright citizenship,,,,,,,,,,,,,
254.0,V161194x,PRE: SUMMARY - birthright citizenship,,,,,,,,,,,,,
255.0,V161195,PRE: Children brought illegally sent back,,,,,,,,,,,,,
256.0,V161195a,PRE: Children brought illegally strength follow-up,,,,,,,,,,,,,
257.0,V161195x,PRE: SUMMARY - Children brought illegally,,,,,,,,,,,,,
258.0,V161196,PRE: Build a wall with Mexico,,,,,,,,,,,,,
259.0,V161196a,PRE: Build a wall with Mexico strength follow-up,,,,,,,,,,,,,
260.0,V161196x,PRE: SUMMARY - Build wall with Mexico,,,,,,,,,,,,,
261.0,V161197,PRE: How important to speak English in US,,,,,,,,,,,,,
262.0,V161198,PRE: 7pt scale govt assistance to blacks scale: self-placemt,,,,,,,,,,,,,
263.0,V161199,PRE: 7pt scale govt assistance to blacks scale: Dem Pres cand,,,,,,,,,,,,,
264.0,V161200,PRE: 7pt scale govt assistance to blacks scale: Rep Pres cand,,,,,,,,,,,,,
265.0,V161201,PRE: 7pt scale environment-jobs tradeoff self-placement,,,,,,,,,,,,,
266.0,V161202,PRE: 7pt scale environment-jobs tradeoff Dem Pres cand,,,,,,,,,,,,,
267.0,V161203,PRE: 7pt scale environment-jobs tradeoff Rep Pres cand,,,,,,,,,,,,,
268.0,V161204,PRE: Does R favor or oppose affirmative action in universities,,,,,,,,,,,,,
269.0,V161204a,PRE: How much does R favor affirmative action in universities,,,,,,,,,,,,,
270.0,V161204b,PRE: How much does R oppose affirmative action in universities,,,,,,,,,,,,,
271.0,V161204x,PRE: SUMMARY - Favor or oppose affirmative action in universities,,,,,,,,,,,,,
272.0,V161205,PRE: Federal Budget Spending: Social Security,,,,,,,,,,,,,
273.0,V161206,PRE: Federal Budget Spending: public schools,,,,,,,,,,,,,
274.0,V161207,PRE: Federal Budget Spending: science and technology,,,,,,,,,,,,,
275.0,V161208,PRE: Federal Budget Spending: dealing with crime,,,,,,,,,,,,,
276.0,V161209,PRE: Federal Budget Spending: welfare programs,,,,,,,,,,,,,
277.0,V161210,PRE: Federal Budget Spending: child care,,,,,,,,,,,,,
278.0,V161211,PRE: Federal Budget Spending: aid to the poor,,,,,,,,,,,,,
279.0,V161212,PRE: Federal Budget Spending: protecting the environment,,,,,,,,,,,,,
280.0,V161213,PRE: Sending troops to fight ISIS,,,,,,,,,,,,,
281.0,V161213a,PRE: Sending troops to fight ISIS follow-up,,,,,,,,,,,,,
282.0,V161213x,PRE: SUMMARY - send troops to fight ISIS,,,,,,,,,,,,,
283.0,V161214,PRE: Should Syrian refugees be allowed to come to the U.S.,,,,,,,,,,,,1396.0,
284.0,V161214a,PRE: Allow Syrian refugees strength,,,,,,,,,,,,1397.0,
285.0,V161214x,PRE: SUMMARY - Allow Syrian refugees,,,,,,,,,,,,1398.0,
286.0,V161215,PRE: REV How often trust govt in Wash to do what is right,,,,,,,,,,,,1399.0,
287.0,V161216,PRE: Govt run by a few big interests or for benefit of all,,,,,,,,,,,,1400.0,
288.0,V161217,PRE: Does government waste much tax money,,,,,,,,,,,,1401.0,
289.0,V161218,PRE: How many in government are corrupt,,,,,,,,,,,,1402.0,
290.0,V161219,PRE: How often can people be trusted,,,,,,,,,,,,1403.0,
291.0,V161220,PRE: Elections make govt pay attention,,,,,,,,,,,,1404.0,
292.0,V161221,PRE: Is global warming happening or not,,,,,,,,,,,,1405.0,
293.0,V161222,PRE: Anthropogenic climate change,,,,,,,,,,,,1406.0,
294.0,V161223,PRE: Approve or disapprove fracking,,,,,,,,,,,,1407.0,
295.0,V161224,PRE: Govt action about rising temperatures,,,,,,,,,,,,1408.0,
296.0,V161224a,PRE: Strength of position on govt action about rising temperatures,,,,,,,,,,,,,
297.0,V161225x,PRE: SUMMARY - Govt action about rising temperatures,,,,,,,,,,,,,
298.0,V161226,PRE: Require employers to offer paid leave to parents of new children,,,,,,,,,,,,,
299.0,V161226a,PRE: Strength require employers to offer paid leave to parents of new children,,,,,,,,,,,,,
300.0,V161226x,PRE: SUMMARY - require employers to offer paid leave to new parents,,,,,,,,,,,,1409.0,
301.0,V161227,PRE: Services to same sex couples,,,,,,,,,,,,1410.0,
302.0,V161227a,PRE: Services to same sex couples strength,,,,,,,,,,,,,
303.0,V161227x,PRE: SUMMARY - Services to same sex couples,,,,,,,,,,,,,
304.0,V161228,PRE: Transgender bathroom policy,,,,,,,,,,,,1411.0,
305.0,V161228a,PRE: Transgender policy strength,,,,,,,,,,,,,
306.0,V161228x,PRE: SUMMARY - Transgender policy,,,,,,,,,,,,,
307.0,V161229,PRE: Should laws protect gays lesbians against job discrim,,,,,1050.0,,,,,,,,
308.0,V161229a,PRE: How much fav opp laws protect gays lesbians job discrim,,,,,1051.0,,,,,,,,
309.0,V161229x,PRE: SUMMARY - Laws to protect gays and lesbians against job discrim,,,,,1052.0,,,,,,,,
310.0,V161230,PRE: Should gay and lesbian couples be allowed to adopt,,,,,1053.0,,,,,,,,
311.0,V161231,PRE: R position on gay marriage,,,,,1054.0,,,,,,,,
312.0,V161232,PRE: STD Abortion: self-placement,,,,,1055.0,,,,,,,,
313.0,V161233,PRE: R favor oppose death penalty,,,,,1056.0,,,,,,,,
314.0,V161233a,PRE: Strength R favors opposes death penalty,,,,,1057.0,,,,,,,,
315.0,V161233x,PRE: SUMMARY - Favor or oppose death penalty,,,,,1058.0,,,,,,,,
316.0,V161234,PRE: U.S. more or less secure than when Pres took office,,,,,1059.0,,,,,,,,
317.0,V161235,PRE: Economy better since 2008,,,,,1060.0,,,,,,,,
318.0,V161235a,PRE: Economy better/worse since 2008 strength,,,,,1061.0,,,,,,,,
319.0,V161235x,PRE: SUMMARY - Economy since 2008,,,,,1062.0,,,,,,,,
320.0,V161236,PRE: Affect for Obama - angry,,,,,1063.0,,,,,,,,
321.0,V161237,PRE: Affect for Obama - proud,,,,,1064.0,,,,,,,,
322.0,V161238,PRE: PLACEMENT 2: How likely is it that R will vote in Nov,,,,,1065.0,,,,,,,,
323.0,V161239a,PRE: PLACEMENT 2: Percent for Democratic Pres candidate,,,,,1066.0,,,,,,,,
324.0,V161239b,PRE: PLACEMENT 2: Percent for Republican Pres candidate,,,,,1067.0,,,,,,,,
